Subbasin ID,HRU ID,Cell Count,HRU Area (m²),HRU Area (acres),SWAT ID,MUKEY ID,Slope Class
1,1250,56,5600,1.38,81,286254,3
1,1254,89,8900,2.2,33,286225,4
1,1255,29,2900,0.72,20,286229,2
1,1258,6,600,0.15,33,286225,2
1,1259,21,2100,0.52,33,286225,3
1,1260,7,700,0.17,41,286298,2
1,1267,3,300,0.07,41,286298,1
1,1271,81,8100,2.0,33,286212,3
1,1272,2,200,0.05,41,286234,3
1,1273,15,1500,0.37,41,286242,2
1,1274,74,7400,1.83,81,286242,2
1,1275,148,14800,3.66,81,286242,3
1,1276,142,14200,3.51,81,286242,4
1,1280,16,1600,0.4,33,286212,4
1,1281,120,12000,2.97,41,286212,4
1,1282,222,22200,5.49,41,286212,3
1,1283,216,21600,5.34,41,286212,2
1,1284,28,2800,0.69,41,286212,1
1,1287,45,4500,1.11,33,286212,2
1,1288,16,1600,0.4,81,286282,2
1,1289,11,1100,0.27,81,286282,1
1,1290,10,1000,0.25,11,286298,1
1,1291,12,1200,0.3,11,286282,1
1,1292,2,200,0.05,11,286282,2
1,1293,25,2500,0.62,41,286242,3
1,1294,22,2200,0.54,43,286242,3
1,1295,3,300,0.07,81,286282,3
1,1296,4,400,0.1,43,286282,1
1,1297,8,800,0.2,82,286284,4
1,1298,2,200,0.05,43,286282,3
1,1299,35,3500,0.86,82,286240,4
1,1300,18,1800,0.44,82,286240,3
1,1302,82,8200,2.03,33,286211,4
1,1303,32,3200,0.79,82,286240,2
1,1304,2,200,0.05,11,286304,1
1,1305,24,2400,0.59,41,286242,4
1,1313,69,6900,1.71,33,286211,3
1,1314,1,100,0.02,43,286282,2
1,1321,99,9900,2.45,33,286211,2
1,1322,26,2600,0.64,82,286240,1
1,1323,15,1500,0.37,81,286242,1
1,1328,2,200,0.05,33,286225,1
1,1329,65,6500,1.61,33,286211,1
1,1335,43,4300,1.06,43,286211,4
1,1336,72,7200,1.78,43,286211,2
1,1337,88,8800,2.17,43,286211,3
1,1338,36,3600,0.89,43,286242,4
1,1339,30,3000,0.74,81,286233,3
1,1340,79,7900,1.95,81,286254,1
1,1346,89,8900,2.2,81,286233,2
1,1347,43,4300,1.06,81,286233,1
1,1356,179,17900,4.42,41,286211,2
1,1357,8,800,0.2,20,286298,3
1,1358,120,12000,2.97,19,286240,4
1,1363,109,10900,2.69,41,286211,1
1,1364,99,9900,2.45,41,286211,3
1,1365,32,3200,0.79,41,286211,4
1,1366,128,12800,3.16,20,286223,2
1,1367,120,12000,2.97,20,286223,3
1,1368,77,7700,1.9,20,286223,4
1,1369,52,5200,1.28,19,286240,3
1,1389,12,1200,0.3,33,286254,4
1,1390,9,900,0.22,33,286284,3
1,1391,13,1300,0.32,20,286298,4
1,1392,1,100,0.02,20,286298,2
1,1404,5,500,0.12,53,286284,2
1,1405,3,300,0.07,23,286254,2
1,1406,2,200,0.05,23,286255,3
1,1407,13,1300,0.32,71,286229,4
1,1408,2,200,0.05,81,286233,4
1,1421,1,100,0.02,33,286254,3
1,1422,15,1500,0.37,33,286284,2
1,1423,3,300,0.07,23,286254,3
1,1424,9,900,0.22,43,286242,2
1,1425,3,300,0.07,43,286242,1
1,1438,14,1400,0.35,71,286229,3
1,1439,21,2100,0.52,71,286229,2
1,1440,10,1000,0.25,71,286229,1
